# NEST version: 3.8.0
# RecordingBackendASCII version: 2
sender	time_ms	V_m
429	24001.000	-70.000
429	24002.000	-70.000
429	24003.000	-70.000
429	24004.000	-70.000
429	24005.000	-70.000
429	24006.000	-70.000
429	24007.000	-70.000
429	24008.000	-70.000
429	24009.000	-70.000
429	24010.000	-70.000
429	24011.000	-70.000
429	24012.000	-70.000
429	24013.000	-70.000
429	24014.000	-70.000
429	24015.000	-70.000
429	24016.000	-70.000
429	24017.000	-70.000
429	24018.000	-70.000
429	24019.000	-70.000
429	24020.000	-70.000
429	24021.000	-70.000
429	24022.000	-70.000
429	24023.000	-70.000
429	24024.000	-70.000
429	24025.000	-70.000
429	24026.000	-70.000
429	24027.000	-70.000
429	24028.000	-70.000
429	24029.000	-70.000
429	24030.000	-70.000
429	24031.000	-70.000
429	24032.000	-70.000
429	24033.000	-70.000
429	24034.000	-70.000
429	24035.000	-70.000
429	24036.000	-70.000
429	24037.000	-70.000
429	24038.000	-70.000
429	24039.000	-70.000
429	24040.000	-70.000
429	24041.000	-70.000
429	24042.000	-70.000
429	24043.000	-70.000
429	24044.000	-70.000
429	24045.000	-70.000
429	24046.000	-70.000
429	24047.000	-70.000
429	24048.000	-70.000
429	24049.000	-70.000
429	24050.000	-70.000
429	24051.000	-70.000
429	24052.000	-70.000
429	24053.000	-70.000
429	24054.000	-70.000
429	24055.000	-70.000
429	24056.000	-70.000
429	24057.000	-70.000
429	24058.000	-70.000
429	24059.000	-70.000
429	24060.000	-70.000
429	24061.000	-69.979
429	24062.000	-69.915
429	24063.000	-69.848
429	24064.000	-69.796
429	24065.000	-69.762
429	24066.000	-69.745
429	24067.000	-69.740
429	24068.000	-69.744
429	24069.000	-69.755
429	24070.000	-69.768
429	24071.000	-69.784
429	24072.000	-69.800
429	24073.000	-69.816
429	24074.000	-69.832
429	24075.000	-69.847
429	24076.000	-69.861
429	24077.000	-69.873
429	24078.000	-69.885
429	24079.000	-69.896
429	24080.000	-69.906
429	24081.000	-69.914
429	24082.000	-69.923
429	24083.000	-69.930
