# NEST version: 3.8.0
# RecordingBackendASCII version: 2
sender	time_ms	V_m
427	24001.000	-70.000
427	24002.000	-70.000
427	24003.000	-70.000
427	24004.000	-70.000
427	24005.000	-70.000
427	24006.000	-70.000
427	24007.000	-70.000
427	24008.000	-70.000
427	24009.000	-70.000
427	24010.000	-70.000
427	24011.000	-70.000
427	24012.000	-70.000
427	24013.000	-70.000
427	24014.000	-70.000
427	24015.000	-70.000
427	24016.000	-70.000
427	24017.000	-70.000
427	24018.000	-70.000
427	24019.000	-70.000
427	24020.000	-70.000
427	24021.000	-70.000
427	24022.000	-70.000
427	24023.000	-70.000
427	24024.000	-70.000
427	24025.000	-70.000
427	24026.000	-70.000
427	24027.000	-70.000
427	24028.000	-70.000
427	24029.000	-70.000
427	24030.000	-70.000
427	24031.000	-70.000
427	24032.000	-70.000
427	24033.000	-70.000
427	24034.000	-70.000
427	24035.000	-70.000
427	24036.000	-70.000
427	24037.000	-70.000
427	24038.000	-70.000
427	24039.000	-70.000
427	24040.000	-70.000
427	24041.000	-70.000
427	24042.000	-70.000
427	24043.000	-70.000
427	24044.000	-70.000
427	24045.000	-70.000
427	24046.000	-70.000
427	24047.000	-70.000
427	24048.000	-70.000
427	24049.000	-70.000
427	24050.000	-70.000
427	24051.000	-70.000
427	24052.000	-70.000
427	24053.000	-70.000
427	24054.000	-70.000
427	24055.000	-70.000
427	24056.000	-70.000
427	24057.000	-70.000
427	24058.000	-70.000
427	24059.000	-70.000
427	24060.000	-70.000
427	24061.000	-69.979
427	24062.000	-69.915
427	24063.000	-69.848
427	24064.000	-69.796
427	24065.000	-69.762
427	24066.000	-69.745
427	24067.000	-69.740
427	24068.000	-69.744
427	24069.000	-69.755
427	24070.000	-69.768
427	24071.000	-69.784
427	24072.000	-69.800
427	24073.000	-69.816
427	24074.000	-69.832
427	24075.000	-69.847
427	24076.000	-69.861
427	24077.000	-69.873
427	24078.000	-69.885
427	24079.000	-69.896
427	24080.000	-69.906
427	24081.000	-69.914
427	24082.000	-69.923
427	24083.000	-69.930
427	24084.000	-69.937
427	24085.000	-69.943
427	24086.000	-69.948
427	24087.000	-69.953
427	24088.000	-69.957
427	24089.000	-69.961
427	24090.000	-69.965
427	24091.000	-69.968
427	24092.000	-69.971
427	24093.000	-69.974
427	24094.000	-69.977
427	24095.000	-69.979
427	24096.000	-69.981
427	24097.000	-69.983
427	24098.000	-69.984
427	24099.000	-69.986
427	24100.000	-69.987
427	24101.000	-69.988
427	24102.000	-69.989
427	24103.000	-69.990
427	24104.000	-69.991
427	24105.000	-69.992
427	24106.000	-69.993
427	24107.000	-69.994
427	24108.000	-69.994
427	24109.000	-69.995
427	24110.000	-69.995
427	24111.000	-69.996
427	24112.000	-69.996
427	24113.000	-69.997
427	24114.000	-69.997
427	24115.000	-69.997
427	24116.000	-69.997
427	24117.000	-69.998
427	24118.000	-69.998
427	24119.000	-69.998
427	24120.000	-69.998
427	24121.000	-69.998
427	24122.000	-69.991
427	24123.000	-69.934
427	24124.000	-69.865
427	24125.000	-69.808
427	24126.000	-69.769
427	24127.000	-69.747
427	24128.000	-69.740
427	24129.000	-69.742
427	24130.000	-69.750
427	24131.000	-69.763
427	24132.000	-69.779
427	24133.000	-69.795
427	24134.000	-69.811
427	24135.000	-69.827
427	24136.000	-69.842
427	24137.000	-69.856
427	24138.000	-69.869
427	24139.000	-69.881
427	24140.000	-69.892
427	24141.000	-69.902
