# NEST version: 3.8.0
# RecordingBackendASCII version: 2
sender	time_ms	V_m
428	24001.000	-70.000
428	24002.000	-70.000
428	24003.000	-70.000
428	24004.000	-70.000
428	24005.000	-70.000
428	24006.000	-70.000
428	24007.000	-70.000
428	24008.000	-70.000
428	24009.000	-70.000
428	24010.000	-70.000
428	24011.000	-70.000
428	24012.000	-70.000
428	24013.000	-70.000
428	24014.000	-70.000
428	24015.000	-70.000
428	24016.000	-70.000
428	24017.000	-70.000
428	24018.000	-70.000
428	24019.000	-70.000
428	24020.000	-70.000
428	24021.000	-70.000
428	24022.000	-70.000
428	24023.000	-70.000
428	24024.000	-70.000
428	24025.000	-70.000
428	24026.000	-70.000
428	24027.000	-70.000
428	24028.000	-70.000
428	24029.000	-70.000
428	24030.000	-70.000
428	24031.000	-70.000
428	24032.000	-70.000
428	24033.000	-70.000
428	24034.000	-70.000
428	24035.000	-70.000
428	24036.000	-70.000
428	24037.000	-70.000
428	24038.000	-70.000
428	24039.000	-70.000
428	24040.000	-70.000
428	24041.000	-70.000
428	24042.000	-70.000
428	24043.000	-70.000
428	24044.000	-70.000
428	24045.000	-70.000
428	24046.000	-70.000
428	24047.000	-70.000
428	24048.000	-70.000
428	24049.000	-70.000
428	24050.000	-70.000
428	24051.000	-70.000
428	24052.000	-70.000
428	24053.000	-70.000
428	24054.000	-70.000
428	24055.000	-70.000
428	24056.000	-70.000
428	24057.000	-70.000
428	24058.000	-70.000
428	24059.000	-70.000
428	24060.000	-70.000
428	24061.000	-69.979
428	24062.000	-69.915
428	24063.000	-69.848
428	24064.000	-69.796
428	24065.000	-69.762
428	24066.000	-69.745
428	24067.000	-69.740
428	24068.000	-69.744
428	24069.000	-69.755
428	24070.000	-69.768
428	24071.000	-69.784
428	24072.000	-69.800
428	24073.000	-69.816
428	24074.000	-69.832
428	24075.000	-69.847
428	24076.000	-69.861
428	24077.000	-69.873
428	24078.000	-69.885
428	24079.000	-69.896
428	24080.000	-69.906
428	24081.000	-69.914
428	24082.000	-69.923
428	24083.000	-69.930
428	24084.000	-69.937
428	24085.000	-69.943
428	24086.000	-69.948
428	24087.000	-69.953
428	24088.000	-69.957
428	24089.000	-69.961
428	24090.000	-69.965
428	24091.000	-69.968
428	24092.000	-69.971
428	24093.000	-69.974
428	24094.000	-69.977
428	24095.000	-69.979
428	24096.000	-69.981
428	24097.000	-69.983
428	24098.000	-69.984
428	24099.000	-69.986
428	24100.000	-69.987
428	24101.000	-69.988
428	24102.000	-69.989
428	24103.000	-69.990
428	24104.000	-69.991
428	24105.000	-69.992
428	24106.000	-69.993
428	24107.000	-69.994
428	24108.000	-69.994
428	24109.000	-69.995
428	24110.000	-69.995
428	24111.000	-69.996
428	24112.000	-69.996
428	24113.000	-69.997
428	24114.000	-69.997
428	24115.000	-69.997
428	24116.000	-69.997
428	24117.000	-69.998
428	24118.000	-69.998
428	24119.000	-69.998
428	24120.000	-69.998
428	24121.000	-69.998
428	24122.000	-69.991
428	24123.000	-69.934
428	24124.000	-69.865
428	24125.000	-69.808
428	24126.000	-69.769
428	24127.000	-69.747
428	24128.000	-69.740
428	24129.000	-69.742
428	24130.000	-69.750
428	24131.000	-69.763
428	24132.000	-69.779
428	24133.000	-69.795
428	24134.000	-69.811
428	24135.000	-69.827
428	24136.000	-69.842
428	24137.000	-69.856
428	24138.000	-69.869
428	24139.000	-69.881
428	24140.000	-69.892
428	24141.000	-69.902
428	24142.000	-69.912
428	24143.000	-69.920
428	24144.000	-69.928
428	24145.000	-69.934
428	24146.000	-69.941
428	24147.000	-69.946
428	24148.000	-69.951
428	24149.000	-69.956
428	24150.000	-69.960
428	24151.000	-69.964
428	24152.000	-69.967
428	24153.000	-69.971
428	24154.000	-69.973
428	24155.000	-69.976
428	24156.000	-69.978
428	24157.000	-69.980
428	24158.000	-69.982
428	24159.000	-69.984
428	24160.000	-69.985
428	24161.000	-69.987
428	24162.000	-69.988
428	24163.000	-69.989
428	24164.000	-69.990
428	24165.000	-69.991
428	24166.000	-69.992
428	24167.000	-69.993
428	24168.000	-69.993
428	24169.000	-69.994
428	24170.000	-69.995
428	24171.000	-69.995
428	24172.000	-69.996
428	24173.000	-69.996
428	24174.000	-69.996
428	24175.000	-69.997
428	24176.000	-69.997
428	24177.000	-69.997
428	24178.000	-69.998
428	24179.000	-69.998
428	24180.000	-69.998
